Region,Province,CityMunicipality,ZipCode
Region III (Central Luzon),Pampanga,Lubao,2005
Region III (Central Luzon),Pampanga,Macabebe,2018
Region III (Central Luzon),Pampanga,Magalang,2011
Region III (Central Luzon),Pampanga,Masantol,2017
Region III (Central Luzon),Pampanga,Mexico,2021
Region III (Central Luzon),Pampanga,Minalin,2019
Region III (Central Luzon),Pampanga,Porac,2008
Region III (Central Luzon),Pampanga,City Of San Fernando (Capital),2000
Region III (Central Luzon),Pampanga,San Luis,2014
Region III (Central Luzon),Pampanga,San Simon,2015
Region III (Central Luzon),Pampanga,Mabalacat City,2010
Region III (Central Luzon),Pampanga,Santa Ana,2022
Region III (Central Luzon),Pampanga,Santa Rita,2002
Region III (Central Luzon),Pampanga,Santo Tomas,2020
Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),2004
Region I (Ilocos Region),Pangasinan,Agno,2408
Region I (Ilocos Region),Pangasinan,Aguilar,2415
Region I (Ilocos Region),Pangasinan,City Of Alaminos,2404
Region I (Ilocos Region),Pangasinan,Alcala,2425
Region I (Ilocos Region),Pangasinan,Anda,2405
Region I (Ilocos Region),Pangasinan,Asingan,2439
Region I (Ilocos Region),Pangasinan,Balungao,2442
Region I (Ilocos Region),Pangasinan,Bani,2407
Region I (Ilocos Region),Pangasinan,Basista,2422
Region I (Ilocos Region),Pangasinan,Bautista,2424
Region I (Ilocos Region),Pangasinan,Bayambang,2423
Region I (Ilocos Region),Pangasinan,Binalonan,2436
Region I (Ilocos Region),Pangasinan,Binmaley,2417
Region I (Ilocos Region),Pangasinan,Bolinao,2406
Region I (Ilocos Region),Pangasinan,Bugallon,2416
Region I (Ilocos Region),Pangasinan,Burgos,2410
Region I (Ilocos Region),Pangasinan,Calasiao,2418
Region I (Ilocos Region),Pangasinan,Dagupan City,2400
Region I (Ilocos Region),Pangasinan,Dasol,2411
Region I (Ilocos Region),Pangasinan,Infanta,2412
Region I (Ilocos Region),Pangasinan,Labrador,2402
Region I (Ilocos Region),Pangasinan,Lingayen (Capital),2401
Region I (Ilocos Region),Pangasinan,Mabini,2409
Region I (Ilocos Region),Pangasinan,Malasiqui,2421
Region I (Ilocos Region),Pangasinan,Manaoag,2430
Region I (Ilocos Region),Pangasinan,Mangaldan,2432
Region I (Ilocos Region),Pangasinan,Mangatarem,2413
Region I (Ilocos Region),Pangasinan,Mapandan,2429
Region I (Ilocos Region),Pangasinan,Natividad,2446
Region I (Ilocos Region),Pangasinan,Pozorrubio,2435
Region I (Ilocos Region),Pangasinan,Rosales,2441
Region I (Ilocos Region),Pangasinan,San Carlos City,2420
Region I (Ilocos Region),Pangasinan,San Fabian,2433
Region I (Ilocos Region),Pangasinan,San Jacinto,2431
Region I (Ilocos Region),Pangasinan,San Manuel,2438
Region I (Ilocos Region),Pangasinan,San Nicolas,2447
Region I (Ilocos Region),Pangasinan,San Quintin,2444
Region I (Ilocos Region),Pangasinan,Sison,2434
Region I (Ilocos Region),Pangasinan,Sual,2403
Region I (Ilocos Region),Pangasinan,Tayug,2445
Region I (Ilocos Region),Pangasinan,Umingan,2443
Region I (Ilocos Region),Pangasinan,Urbiztondo,2414
Region I (Ilocos Region),Pangasinan,City Of Urdaneta,2428
Region I (Ilocos Region),Pangasinan,VIllasis,2427
Region I (Ilocos Region),Pangasinan,Laoac,2437
Region I (Ilocos Region),Pangasinan,Santa Barbara,2419
Region I (Ilocos Region),Pangasinan,Santa Maria,2440
Region I (Ilocos Region),Pangasinan,Santo Tomas,2426
Region IV-A (CALABARZON),Quezon,Agdangan,4304
Region IV-A (CALABARZON),Quezon,Alabat,4333
Region IV-A (CALABARZON),Quezon,Atimonan,4331
Region IV-A (CALABARZON),Quezon,Buenavista,4320
Region IV-A (CALABARZON),Quezon,Burdeos,4340
Region IV-A (CALABARZON),Quezon,Calauag,4318
Region IV-A (CALABARZON),Quezon,Candelaria,4323
Region IV-A (CALABARZON),Quezon,Catanauan,4311
Region IV-A (CALABARZON),Quezon,Dolores,4326
Region IV-A (CALABARZON),Quezon,General Luna,4310
Region IV-A (CALABARZON),Quezon,General Nakar,4338
Region IV-A (CALABARZON),Quezon,Guinayangan,4319
Region IV-A (CALABARZON),Quezon,Gumaca,4307
Region IV-A (CALABARZON),Quezon,Infanta,4336
Region IV-A (CALABARZON),Quezon,Jomalig,4342
Region IV-A (CALABARZON),Quezon,Lopez,4316
Region IV-A (CALABARZON),Quezon,Lucban,4328
Region IV-A (CALABARZON),Quezon,Lucena City (Capital),4301
Region IV-A (CALABARZON),Quezon,Macalelon,4309
Region IV-A (CALABARZON),Quezon,Mauban,4330
Region IV-A (CALABARZON),Quezon,Mulanay,4312
Region IV-A (CALABARZON),Quezon,Padre Burgos,4303
Region IV-A (CALABARZON),Quezon,Pagbilao,4302
Region IV-A (CALABARZON),Quezon,Panukulan,4337
Region IV-A (CALABARZON),Quezon,Patnanungan,4341
Region IV-A (CALABARZON),Quezon,Perez,4334
Region IV-A (CALABARZON),Quezon,Pitogo,4308
Region IV-A (CALABARZON),Quezon,Plaridel,4306
Region IV-A (CALABARZON),Quezon,Quezon,4332
Region IV-A (CALABARZON),Quezon,Real,4335
Region IV-A (CALABARZON),Quezon,Sampaloc,4329
Region IV-A (CALABARZON),Quezon,San Andres,4314
Region IV-A (CALABARZON),Quezon,San Antonio,4324
Region IV-A (CALABARZON),Quezon,San Francisco (Aurora),4315
Region IV-A (CALABARZON),Quezon,San Narciso,4313
Region IV-A (CALABARZON),Quezon,Sariaya,4322
Region IV-A (CALABARZON),Quezon,Tagkawayan,4321
Region IV-A (CALABARZON),Quezon,City Of Tayabas,4327
Region IV-A (CALABARZON),Quezon,Tiaong,4325
Region IV-A (CALABARZON),Quezon,Unisan,4305
Region IV-A (CALABARZON),Quezon,Polillo,4339
Region II (Cagayan Valley),Quirino,Aglipay,3403
Region II (Cagayan Valley),Quirino,Cabarroguis (Capital),3400
Region II (Cagayan Valley),Quirino,Diffun,3401
Region II (Cagayan Valley),Quirino,Maddela,3404
Region II (Cagayan Valley),Quirino,Saguday,3402
Region II (Cagayan Valley),Quirino,Nagtipunan,3405
Region IV-A (CALABARZON),Rizal,Angono,1930
Region IV-A (CALABARZON),Rizal,City Of Antipolo,1870
Region IV-A (CALABARZON),Rizal,Baras,1970
Region IV-A (CALABARZON),Rizal,Binangonan,1940
Region IV-A (CALABARZON),Rizal,Cainta,1900
Region IV-A (CALABARZON),Rizal,Cardona,1950
Region IV-A (CALABARZON),Rizal,Jala-Jala,1990
Region IV-A (CALABARZON),Rizal,Morong,1960
Region IV-A (CALABARZON),Rizal,San Mateo,1850
Region IV-A (CALABARZON),Rizal,Tanay,1980
Region IV-A (CALABARZON),Rizal,Taytay,1920
Region IV-A (CALABARZON),Rizal,Teresa,1880
Region IV-A (CALABARZON),Rizal,Rodriguez (Montalban),1860
Region IV-A (CALABARZON),Rizal,Pililla,1910
Region IV-B (Mimaropa),Romblon,Alcantara,5509
Region IV-B (Mimaropa),Romblon,Banton,5515
Region IV-B (Mimaropa),Romblon,Cajidiocan,5512
Region IV-B (Mimaropa),Romblon,Calatrava,5503
Region IV-B (Mimaropa),Romblon,Concepcion,5516
Region IV-B (Mimaropa),Romblon,Corcuera,5514
Region IV-B (Mimaropa),Romblon,Looc,5507
Region IV-B (Mimaropa),Romblon,Magdiwang,5511
Region IV-B (Mimaropa),Romblon,Odiongan,5505
Region IV-B (Mimaropa),Romblon,Romblon (Capital),5500
Region IV-B (Mimaropa),Romblon,San Agustin,5501
Region IV-B (Mimaropa),Romblon,San Andres,5504
Region IV-B (Mimaropa),Romblon,San Fernando,5513
Region IV-B (Mimaropa),Romblon,San Jose,5510
Region IV-B (Mimaropa),Romblon,Ferrol,5506
Region IV-B (Mimaropa),Romblon,Santa Fe,5508
Region IV-B (Mimaropa),Romblon,Santa Maria (Imelda),5502
Region VIii (Eastern VIsayas),Samar (Western Samar),Almagro,6724
Region VIii (Eastern VIsayas),Samar (Western Samar),Basey,6720
Region VIii (Eastern VIsayas),Samar (Western Samar),Calbayog City,6710
Region VIii (Eastern VIsayas),Samar (Western Samar),Calbiga,6715
Region VIii (Eastern VIsayas),Samar (Western Samar),City Of Catbalogan (Capital),6700
Region VIii (Eastern VIsayas),Samar (Western Samar),Daram,6722
Region VIii (Eastern VIsayas),Samar (Western Samar),Gandara,6706
Region VIii (Eastern VIsayas),Samar (Western Samar),Hinabangan,6713
Region VIii (Eastern VIsayas),Samar (Western Samar),Jiabong,6701
Region VIii (Eastern VIsayas),Samar (Western Samar),Marabut,6721
Region VIii (Eastern VIsayas),Samar (Western Samar),Matuguinao,6708
Region VIii (Eastern VIsayas),Samar (Western Samar),Motiong,6702
Region VIii (Eastern VIsayas),Samar (Western Samar),Pinabacdao,6716
Region VIii (Eastern VIsayas),Samar (Western Samar),San Jose De Buan,6714
Region VIii (Eastern VIsayas),Samar (Western Samar),San Sebastian,6711
Region VIii (Eastern VIsayas),Samar (Western Samar),Santa Margarita,6709
Region VIii (Eastern VIsayas),Samar (Western Samar),Santa Rita,6718
Region VIii (Eastern VIsayas),Samar (Western Samar),Santo Nińo,6725
Region VIii (Eastern VIsayas),Samar (Western Samar),Talalora,6719
Region VIii (Eastern VIsayas),Samar (Western Samar),Tarangnan,6704
Region VIii (Eastern VIsayas),Samar (Western Samar),VIllareal,6717
Region VIii (Eastern VIsayas),Samar (Western Samar),Paranas (Wright),6703
Region VIii (Eastern VIsayas),Samar (Western Samar),Zumarraga,6723
Region VIii (Eastern VIsayas),Samar (Western Samar),Tagapul-An,6726
Region VIii (Eastern VIsayas),Samar (Western Samar),San Jorge,6707
Region VIii (Eastern VIsayas),Samar (Western Samar),Pagsanghan,6705
Region XIi (SOCCSKSARGEN),Sarangani,Alabel (Capital),9501
Region XIi (SOCCSKSARGEN),Sarangani,Glan,9517
Region XIi (SOCCSKSARGEN),Sarangani,Kiamba,9514
Region XIi (SOCCSKSARGEN),Sarangani,Maasim,9502
Region XIi (SOCCSKSARGEN),Sarangani,Maitum,9515
Region XIi (SOCCSKSARGEN),Sarangani,Malapatan,9516
Region XIi (SOCCSKSARGEN),Sarangani,Malungon,9503
Region VIi (Central VIsayas),Siquijor,Enrique VIllanueva,6230
Region VIi (Central VIsayas),Siquijor,Larena,6226
Region VIi (Central VIsayas),Siquijor,Lazi,6228
Region VIi (Central VIsayas),Siquijor,Maria,6229
Region VIi (Central VIsayas),Siquijor,San Juan,6227
Region VIi (Central VIsayas),Siquijor,Siquijor (Capital),6225
Region V (Bicol Region),Sorsogon,Barcelona,4712
Region V (Bicol Region),Sorsogon,Bulan,4706
Region V (Bicol Region),Sorsogon,Bulusan,4704
Region V (Bicol Region),Sorsogon,Casiguran,4702
Region V (Bicol Region),Sorsogon,Castilla,4713
Region V (Bicol Region),Sorsogon,Donsol,4715
Region V (Bicol Region),Sorsogon,Gubat,4710
Region V (Bicol Region),Sorsogon,Irosin,4707
Region V (Bicol Region),Sorsogon,Juban,4703
Region V (Bicol Region),Sorsogon,Magallanes,4705
Region V (Bicol Region),Sorsogon,Matnog,4708
Region V (Bicol Region),Sorsogon,Pilar,4714
Region V (Bicol Region),Sorsogon,Prieto Diaz,4711
Region V (Bicol Region),Sorsogon,City Of Sorsogon (Capital),4700
Region V (Bicol Region),Sorsogon,Santa Magdalena,4709
Region XIi (SOCCSKSARGEN),South Cotabato,Banga,9511
Region XIi (SOCCSKSARGEN),South Cotabato,General Santos City (Dadiangas),9500
Region XIi (SOCCSKSARGEN),South Cotabato,City Of Koronadal (Capital),9506
Region XIi (SOCCSKSARGEN),South Cotabato,Norala,9508
Region XIi (SOCCSKSARGEN),South Cotabato,Polomolok,9504
Region XIi (SOCCSKSARGEN),South Cotabato,Surallah,9512
Region XIi (SOCCSKSARGEN),South Cotabato,Tampakan,9507
Region XIi (SOCCSKSARGEN),South Cotabato,Tantangan,9510
Region XIi (SOCCSKSARGEN),South Cotabato,T'Boli,9513
Region XIi (SOCCSKSARGEN),South Cotabato,Tupi,9505
Region XIi (SOCCSKSARGEN),South Cotabato,Lake Sebu,9518
Region XIi (SOCCSKSARGEN),South Cotabato,Santo Nińo,9509
Region VIii (Eastern VIsayas),Southern Leyte,Anahawan,6610
Region VIii (Eastern VIsayas),Southern Leyte,Bontoc,6604
Region VIii (Eastern VIsayas),Southern Leyte,Hinunangan,6608
Region VIii (Eastern VIsayas),Southern Leyte,Hinundayan,6609
Region VIii (Eastern VIsayas),Southern Leyte,Libagon,6615
Region VIii (Eastern VIsayas),Southern Leyte,Liloan,6612
Region VIii (Eastern VIsayas),Southern Leyte,City Of Maasin (Capital),6600
Region VIii (Eastern VIsayas),Southern Leyte,Macrohon,6601
Region VIii (Eastern VIsayas),Southern Leyte,Malitbog,6603
Region VIii (Eastern VIsayas),Southern Leyte,Padre Burgos,6602
Region VIii (Eastern VIsayas),Southern Leyte,Pintuyan,6614
Region VIii (Eastern VIsayas),Southern Leyte,San Francisco,6613
Region VIii (Eastern VIsayas),Southern Leyte,San Juan (Cabalian),6611
Region VIii (Eastern VIsayas),Southern Leyte,San Ricardo,6617
Region VIii (Eastern VIsayas),Southern Leyte,Silago,6607
Region VIii (Eastern VIsayas),Southern Leyte,Sogod,6606
Region VIii (Eastern VIsayas),Southern Leyte,Tomas Oppus,6605
Region VIii (Eastern VIsayas),Southern Leyte,Limasawa,6618
Region VIii (Eastern VIsayas),Southern Leyte,Saint Bernard,6616
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Bagumbayan,9810
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Columbio,9801
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Esperanza,9806
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Isulan (Capital),9805
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Kalamansig,9808
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Lebak,9807
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Lutayan,9803
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Palimbang,9809
Region XIi (SOCCSKSARGEN),Sultan Kudarat,City Of Tacurong,9800
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Sen. Ninoy Aquino,9811
Region XIi (SOCCSKSARGEN),Sultan Kudarat,Lambayong (Mariano Marcos),9802
Region XIi (SOCCSKSARGEN),Sultan Kudarat,President Quirino,9804
Autonomous Region In Muslim Mindanao (Armm),Sulu,Indanan,7407
Autonomous Region In Muslim Mindanao (Armm),Sulu,Jolo (Capital),7400
Autonomous Region In Muslim Mindanao (Armm),Sulu,Luuk,7404
Autonomous Region In Muslim Mindanao (Armm),Sulu,Maimbung,7409
Autonomous Region In Muslim Mindanao (Armm),Sulu,Hadji Panglima Tahil (Marunggas),7413
Autonomous Region In Muslim Mindanao (Armm),Sulu,Parang,7408
Autonomous Region In Muslim Mindanao (Armm),Sulu,Pata,7405
Autonomous Region In Muslim Mindanao (Armm),Sulu,Patikul,7401
Autonomous Region In Muslim Mindanao (Armm),Sulu,Siasi,7412
Autonomous Region In Muslim Mindanao (Armm),Sulu,Talipao,7403
Autonomous Region In Muslim Mindanao (Armm),Sulu,Tapul,7410
Autonomous Region In Muslim Mindanao (Armm),Sulu,Panglima Estino (New Panamao),7415
Autonomous Region In Muslim Mindanao (Armm),Sulu,Lugus,7411
Autonomous Region In Muslim Mindanao (Armm),Sulu,Pandami,7418
Autonomous Region In Muslim Mindanao (Armm),Sulu,Omar,7417
Autonomous Region In Muslim Mindanao (Armm),Sulu,Kalingalan Caluang,7416
Autonomous Region In Muslim Mindanao (Armm),Sulu,Old Panamao,7401
Autonomous Region In Muslim Mindanao (Armm),Sulu,Pangutaran,7414
Autonomous Region In Muslim Mindanao (Armm),Sulu,Tongkil,7413
Region XIii (Caraga),Surigao del Norte,Alegria,8425
Region XIii (Caraga),Surigao del Norte,Bacuag,8408
Region XIii (Caraga),Surigao del Norte,Burgos,8424
Region XIii (Caraga),Surigao del Norte,Claver,8410
Region XIii (Caraga),Surigao del Norte,Dapa,8417
Region XIii (Caraga),Surigao del Norte,Del Carmen,8418
Region XIii (Caraga),Surigao del Norte,Gigaquit,8409
Region XIii (Caraga),Surigao del Norte,Mainit,8407
Region XIii (Caraga),Surigao del Norte,Malimono,8402
Region XIii (Caraga),Surigao del Norte,Pilar,8420
Region XIii (Caraga),Surigao del Norte,Placer,8405
Region XIii (Caraga),Surigao del Norte,San Benito,8423
Region XIii (Caraga),Surigao del Norte,San Francisco (Anao-Aon),8401
Region XIii (Caraga),Surigao del Norte,San Isidro,8421
Region XIii (Caraga),Surigao del Norte,Sison,8404
Region XIii (Caraga),Surigao del Norte,Socorro,8416
Region XIii (Caraga),Surigao del Norte,Surigao City (Capital),8400
Region XIii (Caraga),Surigao del Norte,Tagana-An,8403
Region XIii (Caraga),Surigao del Norte,Tubod,8406
Region XIii (Caraga),Surigao del Norte,General Luna,8419
Region XIii (Caraga),Surigao del Norte,Santa Monica (Sapao),8422
Region XIii (Caraga),Surigao del Sur,Barobo,8309
Region XIii (Caraga),Surigao del Sur,Bayabas,8303
Region XIii (Caraga),Surigao del Sur,City Of Bislig,8311
Region XIii (Caraga),Surigao del Sur,Cagwait,8304
Region XIii (Caraga),Surigao del Sur,Cantilan,8317
Region XIii (Caraga),Surigao del Sur,Carmen,8315
Region XIii (Caraga),Surigao del Sur,Carrascal,8318
Region XIii (Caraga),Surigao del Sur,Hinatuan,8310
Region XIii (Caraga),Surigao del Sur,Lanuza,8314
Region XIii (Caraga),Surigao del Sur,Lianga,8307
Region XIii (Caraga),Surigao del Sur,Lingig,8312
Region XIii (Caraga),Surigao del Sur,Madrid,8316
Region XIii (Caraga),Surigao del Sur,Marihatag,8306
Region XIii (Caraga),Surigao del Sur,San Agustin,8305
Region XIii (Caraga),Surigao del Sur,San Miguel,8301
Region XIii (Caraga),Surigao del Sur,Tagbina,8308
Region XIii (Caraga),Surigao del Sur,Tago,8302
Region XIii (Caraga),Surigao del Sur,City Of Tandag (Capital),8300
Region XIii (Caraga),Surigao del Sur,Cortes,8313
Region III (Central Luzon),Tarlac,Anao,2310
Region III (Central Luzon),Tarlac,Bamban,2317
Region III (Central Luzon),Tarlac,Camiling,2306
Region III (Central Luzon),Tarlac,Capas,2315
Region III (Central Luzon),Tarlac,Concepcion,2316
Region III (Central Luzon),Tarlac,Gerona,2302
Region III (Central Luzon),Tarlac,La Paz,2314
Region III (Central Luzon),Tarlac,Mayantoc,2304
Region III (Central Luzon),Tarlac,Moncada,2308
Region III (Central Luzon),Tarlac,Paniqui,2307
Region III (Central Luzon),Tarlac,Pura,2312
Region III (Central Luzon),Tarlac,Ramos,2311
Region III (Central Luzon),Tarlac,San Clemente,2305
Region III (Central Luzon),Tarlac,San Manuel,2309
Region III (Central Luzon),Tarlac,City Of Tarlac (Capital),2300
Region III (Central Luzon),Tarlac,VIctoria,2313
Region III (Central Luzon),Tarlac,San Jose,2318
Region III (Central Luzon),Tarlac,Santa Ignacia,2303
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Panglima Sugala (Balimbing),7501
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Bongao (Capital),7500
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Mapun (Cagayan De Tawi-Tawi),7508
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Simunul,7505
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Sitangkai,7506
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,South Ubian,7504
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Languyan,7509
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Sapa-Sapa,7503
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Sibutu,7510
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Tandubas,7503
Autonomous Region In Muslim Mindanao (Armm),Tawi-Tawi,Turtle Islands,7507
Region III (Central Luzon),Zambales,Botolan,2202
Region III (Central Luzon),Zambales,Cabangan,2203
Region III (Central Luzon),Zambales,Candelaria,2212
Region III (Central Luzon),Zambales,Castillejos,2208
Region III (Central Luzon),Zambales,Iba (Capital),2201
Region III (Central Luzon),Zambales,Masinloc,2211
Region III (Central Luzon),Zambales,Olongapo City,2200
Region III (Central Luzon),Zambales,Palauig,2210
Region III (Central Luzon),Zambales,San Antonio,2206
Region III (Central Luzon),Zambales,San Felipe,2204
Region III (Central Luzon),Zambales,San Marcelino,2207
Region III (Central Luzon),Zambales,San Narciso,2205
Region III (Central Luzon),Zambales,Subic,2209
Region III (Central Luzon),Zambales,Santa Cruz,2213
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Liloy,7115
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Manukan,7110
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Mutia,7107
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Polanco,7106
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Rizal,7104
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Salug,7114
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siayan,7113
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sibuco,7122
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sibutad,7103
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sindangan,7112
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siocon,7120
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Tampilisan,7116
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Dapitan City,7101
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Dipolog City (Capital),7100
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Katipunan,7109
Region IX (Zamboanga Peninsula),Zamboanga del Norte,La Libertad,7119
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Labason,7117
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Pińan (New Pińan),7105
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Pres. Manuel A. Roxas,7102
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sergio Osmeńa Sr.,7108
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sirawai,7121
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Jose Dalman (Ponot),7111
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Gutalac,7118
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Baliguian,7123
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Godod,7124
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Bacungan (Leon T. Postigo),7125
Region IX (Zamboanga Peninsula),Zamboanga del Norte,Kalawit,7126
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Aurora,7020
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Bayog,7011
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dimataling,7032
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dinas,7030
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dumalinao,7015
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dumingag,7028
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Kumalarang,7013
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Labangan,7017
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Lapuyan,7037
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Mahayag,7026
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Midsalip,7021
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Molave,7023
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Pagadian City (Capital),7016
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Ramon Magsaysay (Liargo),7024
Region IX (Zamboanga Peninsula),Zamboanga del Sur,San Miguel,7029
Region IX (Zamboanga Peninsula),Zamboanga del Sur,San Pablo,7031
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tabina,7034
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tambulig,7025
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tukuran,7019
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Zamboanga City,7000
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Lakewood,7014
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Josefina,7027
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Pitogo,7033
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Guipos,7042
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Tigbao,7043
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Margosatubig,7035
Region IX (Zamboanga Peninsula),Zamboanga del Sur,Sominot (Don Mariano Marcos),7022
Region IX (Zamboanga Peninsula),Zamboanga del Sur,VIncenzo A. Sagun,7036
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Alicia,7040
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Buug,7009
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Diplahan,7039
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Imelda,7007
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Ipil (Capital),7001
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Kabasalan,7005
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Mabuhay,7010
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Malangas,7038
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Naga,7004
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Olutanga,7041
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Payao,7008
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Roseller Lim,7002
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Siay,7006
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Talusan,7012
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Titay,7003
Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Tungawan,7018
